"","Compound","RT","Type","Filename","Status","Area"
"2718","PC (38:6-22:6_16:0)","11.79,11.79","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",5457949
"2719","PC (38:7-22:6_16:1)","11.13,11.13","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",501779
"2720","PC (40:6-22:6_18:0)","12.80,12.80","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",2122427
"2721","PC (40:7-22:6_18:1)","11.95,11.95","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",1032942
"2722","PC (40:8-22:6_18:2)","11.38,11.38","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",9294333
"2723","PC (40:9-22:6_18:3)","10.65,10.65","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",35119
"2724","PC (42:10-22:6_20:4)","10.98,10.98","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",135748
"2725","PC (44:12-22:6_22:6)_10.93","10.93,10.93","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",NA
"2726","PC (44:12-22:6_22:6)_11.70","11.70,11.70","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",20419
"2727","PE (34:1-18:1_16:0)","13.26","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",2185651
"2728","PE (34:2-18:2_16:0)","12.41","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",2072520
"2729","PE (36:1-18:1_18:0)","14.45","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",4124013
"2730","PE (36:2-18:1_18:1)","13.48","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",92370555
"2731","PE (36:2-18:2_18:0)","13.51","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",92366714
"2732","PE (36:3-18:2_18:1)","12.62","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",4358625
"2733","PE (36:4-20:4_16:0)","12.33","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",961537
"2734","PE (38:3-20:3_18:0)","13.82","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",2386141
"2735","PE (38:4-20:4_18:0)","13.38","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",192244300
"2736","PE (38:5-20:4_18:1ev20:5_18:0)","12.57","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",19845162
"2737","PE (38:5-22:5_16:0)","12.31","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",NA
"2738","PE (38:6-20:5_18:1ev20:4_18:2)","11.82","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",1659536
"2739","PE (38:6-22:6_16:0)","12.03","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",NA
"2740","PE (40:5-22:5_18:0)","13.33","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",8250472
"2741","PE (40:6-22:5_18:1)","12.48","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",NA
"2742","PI (36:1-18:1_18:0)","12.66","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",1531528
"2743","PI (36:2-18:2_18:0)","12.03","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",1227557
"2744","PI (38:4-18:0_20:4)","11.98","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",6453833
"2745","PI (38:5-18:0_20:5)","11.4","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",1700738
"2746","P-PC (32:0)_nurExactMass","12.25","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",NA
"2747","P-PC (34:0)","13.71","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",58351227
"2748","P-PE (34:1-P16:0_18:1)","13.96","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",5016206
"2749","P-PE (34:2-P16:0_18:2)","13.01","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",26186422
"2750","P-PE (34:3-P16:0_18:3)","12.25","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",1606986
"2751","P-PE (36:0)_nurExactmass","15.31","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",225752
"2752","P-PE (36:1-P18:0_18:1)","15.25","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",2786459
"2753","P-PE (36:2-P18:0_18:2)","14.19","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",25064424
"2754","P-PE (36:2-P18:1_18:1)","14.16","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",25196342
"2755","P-PE (36:3-18:2_P18:1ev18:3_18:0)","13.31","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",6447805
"2756","P-PE (36:4-P16:0_20:4)_12.94","12.90,12.35","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",48098090
"2757","P-PE (36:4-P16:0_20:4ev18:3_P18:1ev18:2_P18:2)_12.52","12.52","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",NA
"2758","P-PE (36:4-P18:1_18:3)_12.41","12.41","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",187031
"2759","P-PE (36:5-P16:0_20:5)","12.15","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",10210475
"2760","P-PE (38:3-P18:0_20:3)_14.52","14.52","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",1672575
"2761","P-PE (38:3-P18:0_20:3)_15.01","15.01","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",577413
"2762","P-PE (38:4-P18:0_20:4)","13.61","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",1500514
"2763","P-PE (38:4-P18:0_20:4evP18:1_20:3)","14.03","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",48172450
"2764","P-PE (38:5-P16:0_22:5)","12.86,12.85","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",23341098
"2765","P-PE (38:5-P18:0_20:5)","13.19","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",17076438
"2766","P-PE (38:5-P18:1_20:4ev18:0_20:5)","12.61","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",298291
"2767","P-PE (38:6-P18:0_20:6)","12.54","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",4479354
"2768","P-PE (38:6-P18:1_20:5)","12.36","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",535565
"2769","P-PE (40:4-P18:0_22:4)","14.91","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",1323850
"2770","P-PE (40:5-P18:0_22:5)","13.98","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",12635058
"2771","P-PE (40:6-P18:0_22:6)","13.6","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",5023833
"2772","P-PE (40:6-P18:1_22:5)","13.09","Target Compound","190731_lipids_fisch_fleisch_probe5_2_pos","Processed",NA
"2773","dCer (15:0)","12.98","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1308444
"2774","dCholEster (33:1)_19.11","19.11,19.11,19.11","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",17738
"2775","dCholesterol (33:1)_11.21","11.21,11.21,11.21","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2776","dDG (33:1)","15.58,15.58","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1089755
"2777","dLPC (18:1)_1","4.28,4.28,4.28","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",256660
"2778","dLPC (18:1)_2","4.55,4.55,4.55","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1854263
"2779","dLPE (18:1)_1","4.44,4.44,4.44","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",232834
"2780","dLPE (18:1)_2","4.69,4.69,4.69","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",409380
"2781","dMG (18:1)","6.98,6.98,6.98","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",602377
"2782","dPA (33:1)","14.68,14.68,14.68","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2783","dPC (33:1)","12.41,12.41,12.41","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2363937
"2784","dPE (33:1)","12.71,12.71,12.71","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",508365
"2785","dPG (33:1)","11.74,11.74,11.74","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",19175767
"2786","dPI (33:1)","11.43,11.43,11.43","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1531814
"2787","dPS (33:1)","11.52,11.52,11.52","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",556541
"2788","dPS (33:1)-h2o","11.52,11.52,11.52","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",221828
"2789","dSM (18:1)","11.93","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1101601
"2790","dTG (48:1)","19.07,19.07,19.07","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",62213330
"2791","LPC (16:0)_1","4.21","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",262309180
"2792","LPC (16:0)_2","3.93","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2887317
"2793","LPC (16:1)_1","2.99","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",5456861
"2794","LPC (16:1)_2","3.24","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2795","LPC (18:0)","5.67","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",139076412
"2796","LPC (18:1)_1","4.33","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",72575823
"2797","LPC (18:1)_2","4.59","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",15192155
"2798","LPC (18:2)_1","3.39","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",192555638
"2799","LPC (18:2)_2","3.64","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",33557645
"2800","LPC (18:3)_1","2.68","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",8769597
"2801","LPC (18:3)_2","2.89","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2969025
"2802","LPC (18:4)","2.22","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",76123
"2803","LPC (20:1)_1","5.7","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",118581
"2804","LPC (20:1)_2","6","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",87534
"2805","LPC (20:2)_1","4.67","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",605050
"2806","LPC (20:2)_2","4.95","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",233464
"2807","LPC (20:3)_1","3.87","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2681060
"2808","LPC (20:3)_2","4.11","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",504180
"2809","LPC (20:4)_1","3.12","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",119666
"2810","LPC (20:4)_2","3.39","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",29038172
"2811","LPC (20:4)_3","3.6","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",4926700
"2812","LPC (20:5)_1","2.68","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2889883
"2813","LPC (20:5)_2","2.89","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",618985
"2814","LPC (20:5)_3","3.39","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",24662522
"2815","LPC (21:5)_1","3.12","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2816","LPC (22:4)_1","4.45","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",540739
"2817","LPC (22:4)_4.35","4.35","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2818","LPC (22:5)_1","3.64","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",3830997
"2819","LPC (22:5)_2","3.85","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",738951
"2820","LPC (22:5)_3","4.04","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",223643
"2821","LPC (22:6)_1","3.27","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1234815
"2822","LPC (22:6)_2","3.47","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",650507
"2823","LPE (20:4)_3.44","3.44","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2824","LPE (20:4)_3.51","3.51","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",11928501
"2825","LPE (20:4)_3.71","3.71","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2239758
"2826","LPE (20:5)_2.79","2.79","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2827","LPE (20:5)_2.97","2.97","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2828","LPE (20:6)_3.39","3.39","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2829","LPE (20:6)_3.60","3.6","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",11924141
"2830","LPS (18:0)","4.76","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2816164
"2831","LPS (22:6)","2.64","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",17730
"2832","PC (32:0)","12.72,12.72","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",29805144
"2833","PC (32:1-16:1_16:0ev18:4_14:0)","11.98","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",92039031
"2834","PC (34:1-18:1_16:0)","12.95","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",768857044
"2835","PC (34:2-18:2_16:0)","12.15","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1052609829
"2836","PC (34:3-18:2_16:1ev18:3_16:0)","11.49","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",99321542
"2837","PC (36:0)_nurExactMass","15.07","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2753743
"2838","PC (36:1-18:1_18:0)","14.1","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",245668242
"2839","PC (36:2-18:2_18:0ev18:1_18:1)","13.16","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",572195062
"2840","PC (36:3-18:2_18:1)","12.33,12.33","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",222051243
"2841","PC (36:3-20:3_16:0ev18:2_18:1)","12.47","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2842","PC (36:4-18:2_18:2)","11.72","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",72573419
"2843","PC (36:4-20:4_16:0)","12.07","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",195459296
"2844","PC (36:5-20:5_16:0)","11.46","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",23693366
"2845","PC (36:6-22:6_14:0)","10.95,10.95","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",93895
"2846","PC (38:4-18:0_20:4)","13.19","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2847","PC (38:5-20:4_18:1)","12.38","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2062659
"2848","PC (38:5-22:5_16:0)_12.07","12.07","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",28537036
"2849","PC (38:5-22:5_16:0)_12.45","12.45","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1897930
"2850","PC (38:6-22:6_16:0)","11.79,11.79","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",9439486
"2851","PC (38:7-22:6_16:1)","11.13,11.13","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",789429
"2852","PC (40:6-22:6_18:0)","12.80,12.80","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",4224403
"2853","PC (40:7-22:6_18:1)","11.95,11.95","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1687225
"2854","PC (40:8-22:6_18:2)","11.38,11.38","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1442282
"2855","PC (40:9-22:6_18:3)","10.65,10.65","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",109895
"2856","PC (42:10-22:6_20:4)","10.98,10.98","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2857","PC (44:12-22:6_22:6)_10.93","10.93,10.93","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2858","PC (44:12-22:6_22:6)_11.70","11.70,11.70","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",33902
"2859","PE (34:1-18:1_16:0)","13.26","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",3949739
"2860","PE (34:2-18:2_16:0)","12.41","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2911364
"2861","PE (36:1-18:1_18:0)","14.45","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",6640734
"2862","PE (36:2-18:1_18:1)","13.48","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",177258568
"2863","PE (36:2-18:2_18:0)","13.51","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",177258568
"2864","PE (36:3-18:2_18:1)","12.62","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",7671210
"2865","PE (36:4-20:4_16:0)","12.33","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1843911
"2866","PE (38:3-20:3_18:0)","13.82","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",4165014
"2867","PE (38:4-20:4_18:0)","13.38","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",383654202
"2868","PE (38:5-20:4_18:1ev20:5_18:0)","12.57","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",42744944
"2869","PE (38:5-22:5_16:0)","12.31","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",174831
"2870","PE (38:6-20:5_18:1ev20:4_18:2)","11.82","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2974274
"2871","PE (38:6-22:6_16:0)","12.03","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2872","PE (40:5-22:5_18:0)","13.33","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",15688667
"2873","PE (40:6-22:5_18:1)","12.48","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2874","PI (36:1-18:1_18:0)","12.66","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2875","PI (36:2-18:2_18:0)","12.03","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1677909
"2876","PI (38:4-18:0_20:4)","11.98","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",9183796
"2877","PI (38:5-18:0_20:5)","11.4","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2490252
"2878","P-PC (32:0)_nurExactMass","12.25","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2879","P-PC (34:0)","13.71","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",127945454
"2880","P-PE (34:1-P16:0_18:1)","13.96","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",6226687
"2881","P-PE (34:2-P16:0_18:2)","13.01","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",50720008
"2882","P-PE (34:3-P16:0_18:3)","12.25","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2901184
"2883","P-PE (36:0)_nurExactmass","15.31","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",326211
"2884","P-PE (36:1-P18:0_18:1)","15.25","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",3466415
"2885","P-PE (36:2-P18:0_18:2)","14.19","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",47476373
"2886","P-PE (36:2-P18:1_18:1)","14.16","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",47413775
"2887","P-PE (36:3-18:2_P18:1ev18:3_18:0)","13.31","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",12411087
"2888","P-PE (36:4-P16:0_20:4)_12.94","12.90,12.35","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",92733112
"2889","P-PE (36:4-P16:0_20:4ev18:3_P18:1ev18:2_P18:2)_12.52","12.52","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2890","P-PE (36:4-P18:1_18:3)_12.41","12.41","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",NA
"2891","P-PE (36:5-P16:0_20:5)","12.15","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",18860383
"2892","P-PE (38:3-P18:0_20:3)_14.52","14.52","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2740328
"2893","P-PE (38:3-P18:0_20:3)_15.01","15.01","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",987413
"2894","P-PE (38:4-P18:0_20:4)","13.61","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",708623
"2895","P-PE (38:4-P18:0_20:4evP18:1_20:3)","14.03","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",96385436
"2896","P-PE (38:5-P16:0_22:5)","12.86,12.85","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",44352461
"2897","P-PE (38:5-P18:0_20:5)","13.19","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",31634338
"2898","P-PE (38:5-P18:1_20:4ev18:0_20:5)","12.61","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",719407
"2899","P-PE (38:6-P18:0_20:6)","12.54","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",9239715
"2900","P-PE (38:6-P18:1_20:5)","12.36","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",1661673
"2901","P-PE (40:4-P18:0_22:4)","14.91","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2295450
"2902","P-PE (40:5-P18:0_22:5)","13.98","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",24365334
"2903","P-PE (40:6-P18:0_22:6)","13.6","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",10119883
"2904","P-PE (40:6-P18:1_22:5)","13.09","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos","Processed",2548523
"2905","dCer (15:0)","12.98","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",1362764
"2906","dCholEster (33:1)_19.11","19.11,19.11,19.11","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",19198
"2907","dCholesterol (33:1)_11.21","11.21,11.21,11.21","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",NA
"2908","dDG (33:1)","15.58,15.58","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",4033096
"2909","dLPC (18:1)_1","4.28,4.28,4.28","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",276948
"2910","dLPC (18:1)_2","4.55,4.55,4.55","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",2112713
"2911","dLPE (18:1)_1","4.44,4.44,4.44","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",215181
"2912","dLPE (18:1)_2","4.69,4.69,4.69","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",471165
"2913","dMG (18:1)","6.98,6.98,6.98","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",453190
"2914","dPA (33:1)","14.68,14.68,14.68","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",37911
"2915","dPC (33:1)","12.41,12.41,12.41","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",2480211
"2916","dPE (33:1)","12.71,12.71,12.71","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",659692
"2917","dPG (33:1)","11.74,11.74,11.74","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",19841019
"2918","dPI (33:1)","11.43,11.43,11.43","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",1736683
"2919","dPS (33:1)","11.52,11.52,11.52","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",711135
"2920","dPS (33:1)-h2o","11.52,11.52,11.52","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",265076
"2921","dSM (18:1)","11.93","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",1297632
"2922","dTG (48:1)","19.07,19.07,19.07","Internal Standard","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",64194786
"2923","LPC (16:0)_1","4.21","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",287585783
"2924","LPC (16:0)_2","3.93","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",3176247
"2925","LPC (16:1)_1","2.99","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",6010424
"2926","LPC (16:1)_2","3.24","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",NA
"2927","LPC (18:0)","5.67","Target Compound","190731_lipids_fisch_fleisch_probe5_3_AS_pos2","Processed",151794243
