Compound,RT,Type,Filename,Status,Group,Area,RT Delta,m/z (Delta),Group Average,Batch Order,Peak Label,Sample Type,Level,Sample ID,Sample Name,Comments,Height,Actual RT,Formula,Adduct,Calculated Amt,Theoretical Amt,Sample Amt,Std Add Amount,m/z (Expected),m/z (Apex),Response Ratio,ISTD Amt,ISTD Response,Integration Mode,Active,Excluded,%Diff,%RSD,% CV,Channel,Final Units,PK,IR,IP,LS,FI,Confirm,Isotopic Pattern Score (%),Num Isotopes Matched,Lib Match Name,Library Score (%),Library Match Rank,SI/Dot Product,RSI/Rev Dot,Modification,Protein Name,Peptide Sequence,Ion Type,S/N,Ion Ratio,Relative RT,Flag Details
P-PE (38:6-P18:0_20:6),12.54,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,716436,-0.06,-1.8515 (ppm),1022913.82,30,T1,Unknown,,1,,,164619,12.48,,M+H,N/A,N/A,N/A,N/A,748.5276,748.5262,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
P-PE (38:6-P18:1_20:5),12.36,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,1883336,-0.09,-2.7485 (ppm),2900691.22,30,T1,Unknown,,1,,,395494,12.27,,M+H,N/A,N/A,N/A,N/A,748.5276,748.5255,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
P-PE (40:4-P18:0_22:4),14.91,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,1051828,-0.04,-2.7637 (ppm),2133244.99,30,T1,Unknown,,1,,,198572,14.87,,M+H,N/A,N/A,N/A,N/A,780.5902,780.588,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,76.20,N/A,0.00,
P-PE (40:5-P18:0_22:5),13.98,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,14961677,-0.04,-3.2875 (ppm),20645057.99,30,T1,Unknown,,1,,,3086307,13.94,,M+H,N/A,N/A,N/A,N/A,778.5745,778.572,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,160.29,N/A,0.00,
P-PE (40:6-P18:0_22:6),13.6,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,1148294,-0.05,-2.0849 (ppm),1743055.71,30,T1,Unknown,,1,,,258417,13.55,,M+H,N/A,N/A,N/A,N/A,776.5589,776.5573,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
P-PE (40:6-P18:1_22:5),13.09,Target Compound,190731_lipids_fisch_fleisch_probe7_2_pos,Processed,fleisch,2635128,-0.09,-4.1284 (ppm),4581941.18,30,T1,Unknown,,1,,,446238,13,,M+H,N/A,N/A,N/A,N/A,776.5589,776.5557,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
dCer (15:0),12.98,Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,177857984,-0.11,-2.8547 (ppm),168392858.21,31,T1,Unknown,,1,,,48288868,12.87,C33H58 D7NO3,M+H,1,1,1,N/A,531.5477,531.5461,N/A,N/A,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,9296.62,N/A,,0.013:Peak area 177.857.984 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.013:Apex Retention Time 0.013 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
dCholEster (33:1)_19.11,"19.11,19.11,19.11",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,N/F,"N/A,N/A,N/A",N/F,96983.29,31,,Unknown,,1,,,N/F,N/F,C36H61D7O5,N/A,N/F,1,N/F,N/A,<multiple>,N/F,N/F,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,,Internal Standard Compound has peaks that are not found.
dCholesterol (33:1)_11.21,"11.21,11.21,11.21",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,N/F,"N/A,N/A,N/A",N/F,1.00,31,,Unknown,,1,,,N/F,N/F,,N/A,N/F,1,N/F,N/A,<multiple>,N/F,N/F,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,,Internal Standard Compound has peaks that are not found.
dDG (33:1),"15.58,15.58",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,118608318,"-0.21,0.04",N/A,107232377.06,31,,Unknown,,1,,,18710857,"15.37, 15.62",C26H45D7NO7P,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.015:Peak area 118.580.577 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.016:Peak area 27.741 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.015:Apex Retention Time 0.015 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
0.016:Apex Retention Time 0.016 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dLPC (18:1)_1,"4.28,4.28,4.28",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,56456309,"0.00,0.00,N/A",N/A,52461263.66,31,,Unknown,,1,,,14581648,"4.28, 4.28, 0.00",C23H39D7NO7P,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.004:Peak area 50.039.149 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.004:Peak area 6.417.161 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.004:Apex Retention Time 0.004 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dLPC (18:1)_2,"4.55,4.55,4.55",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,528491241,"-0.01,-0.01,N/A",N/A,494530275.11,31,,Unknown,,1,,,115845105,"4.54, 4.54, 0.00",C41H73D7NO8P,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.005:Peak area 461.574.027 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.005:Peak area 66.917.214 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.005:Apex Retention Time 0.005 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dLPE (18:1)_1,"4.44,4.44,4.44",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,7352413,"0.00,0.00,N/A",N/A,6871300.12,31,,Unknown,,1,,,1885632,"4.44, 4.44, 0.00",C42H72D7O13P,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.004:Peak area 6.709.422 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.004:Peak area 642.991 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.004:Apex Retention Time 0.004 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dLPE (18:1)_2,"4.69,4.69,4.69",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,99848717,"0.00,0.00,N/A",N/A,91592129.91,31,,Unknown,,1,,,25633165,"4.69, 4.69, 0.00",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.005:Peak area 90.376.459 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.005:Peak area 9.472.258 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.005:Apex Retention Time 0.005 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dMG (18:1),"6.98,6.98,6.98",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,53670068,"-0.03,-0.03,-0.03",N/A,40201540.27,31,,Unknown,,1,,,10836646,"6.95, 6.95, 6.95",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.007:Peak area 48.268.405 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.007:Peak area 3.316.217 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.007:Peak area 2.085.445 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.007:Apex Retention Time 0.007 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dPA (33:1),"14.68,14.68,14.68",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,N/F,"N/A,N/A,N/A",N/F,1.00,31,,Unknown,,1,,,N/F,N/F,,N/A,N/F,1,N/F,N/A,<multiple>,N/F,N/F,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,,Internal Standard Compound has peaks that are not found.
dPC (33:1),"12.41,12.41,12.41",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,347377074,"-0.07,-0.08,N/A",N/A,360725867.45,31,,Unknown,,1,,,72498422,"12.34, 12.33, 0.00",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.012:Peak area 303.712.314 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.012:Peak area 43.664.760 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.012:Apex Retention Time 0.012 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dPE (33:1),"12.71,12.71,12.71",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,85519244,"-0.09,N/A,N/A",N/A,85117900.57,31,,Unknown,,1,,,20854940,"12.62, 0.00, 0.00",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,0.013:Peak area 85.519.244 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.013:Apex Retention Time 0.013 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
dPG (33:1),"11.74,11.74,11.74",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,65538940,"0.13,-0.16,-0.16",N/A,44163416.98,31,,Unknown,,1,,,17273163,"11.87, 11.58, 11.58",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.012:Peak area 38.350.362 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.012:Peak area 20.837.316 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.012:Peak area 6.351.262 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.012:Apex Retention Time 0.012 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dPI (33:1),"11.43,11.43,11.43",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,9785937,"-0.15,-0.15,0.12",N/A,16356006.75,31,,Unknown,,1,,,2612292,"11.28, 11.28, 11.55",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.011:Peak area 5.493.099 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.011:Peak area 4.258.346 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.012:Peak area 34.492 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.011:Apex Retention Time 0.011 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
0.012:Apex Retention Time 0.012 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dPS (33:1),"11.52,11.52,11.52",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,46815475,"0.34,-0.13,-0.13",N/A,42059083.57,31,,Unknown,,1,,,10687575,"11.86, 11.39, 11.39",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.012:Peak area 4.681.153 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.011:Peak area 36.766.985 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.011:Peak area 5.367.337 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.012:Apex Retention Time 0.012 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
0.011:Apex Retention Time 0.011 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dPS (33:1)-h2o,"11.52,11.52,11.52",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,216539,"-0.07,-0.07,0.35",N/A,204578.64,31,,Unknown,,1,,,90517,"11.45, 11.45, 11.87",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.011:Peak area 128.849 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.011:Peak area 47.137 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.012:Peak area 40.553 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.011:Apex Retention Time 0.011 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
0.012:Apex Retention Time 0.012 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
dSM (18:1),11.93,Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,176379667,-0.04,-3.2755 (ppm),192860033.11,31,T1,Unknown,,1,,,40532319,11.89,,M+H,1,1,1,N/A,738.6475,738.6451,N/A,N/A,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,25033.70,N/A,,0.012:Peak area 176.379.667 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.012:Apex Retention Time 0.012 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)
dTG (48:1),"19.07,19.07,19.07",Internal Standard,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,227639424,"-0.05,-0.08,-0.18",N/A,250018447.04,31,,Unknown,,1,,,93685125,"19.02, 18.99, 18.89",,N/A,1,1,1,N/A,<multiple>,<multiple>,N/A,N/A,N/A,<multiple>,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,,"0.019:Peak area 155.069.461 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.019:Peak area 72.538.401 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000)
0.019:Peak area 31.562 is out of bounds (ISTD Minimum Recovery 0.000 and ISTD Max Recovery 0.000). 0.019:Apex Retention Time 0.019 is out of bounds (ISTD Min RT 0.000 and ISTD Max RT 0.000)"
LPC (16:0)_1,4.21,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,33999004,-0.02,-2.7023 (ppm),25686115.15,31,T1,Unknown,,1,,,7411239,4.19,,M+H,N/A,N/A,N/A,N/A,496.3403,496.339,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,4993.27,N/A,0.00,
LPC (16:0)_2,3.93,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,214976,-0.02,-2.5793 (ppm),201230.01,31,T1,Unknown,,1,,,59011,3.91,,M+H,N/A,N/A,N/A,N/A,496.3403,496.339,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,34.76,N/A,0.00,
LPC (16:1)_1,2.99,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,520050,0.01,-1.2010 (ppm),404917.64,31,T1,Unknown,,1,,,97959,3,,M+H,N/A,N/A,N/A,N/A,494.3241,494.3235,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
LPC (16:1)_2,3.24,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,N/F,N/F,N/F,1.00,31,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,492.3084,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
LPC (18:0),5.67,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,3979604,0.01,-.8096 (ppm),4373036.93,31,T1,Unknown,,1,,,794664,5.68,,M+H,N/A,N/A,N/A,N/A,524.371,524.3706,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,104987.83,N/A,0.00,
LPC (18:1)_1,4.33,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,9806318,-0.01,-1.2322 (ppm),8720410.52,31,T1,Unknown,,1,,,2074062,4.32,,M+H,N/A,N/A,N/A,N/A,522.3554,522.3547,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,2046.75,N/A,0.00,
LPC (18:1)_2,4.59,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,2043528,-0.01,-1.2322 (ppm),2235648.33,31,T1,Unknown,,1,,,316082,4.58,,M+H,N/A,N/A,N/A,N/A,522.3554,522.3547,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,620.29,N/A,0.00,
LPC (18:2)_1,3.39,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,9495068,0.01,-1.0717 (ppm),10259030.55,31,T1,Unknown,,1,,,2276383,3.4,,M+H,N/A,N/A,N/A,N/A,520.3397,520.3392,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,2343.69,N/A,0.00,
LPC (18:2)_2,3.64,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,1115687,-0.01,-.8371 (ppm),1145013.50,31,T1,Unknown,,1,,,202950,3.63,,M+H,N/A,N/A,N/A,N/A,520.3397,520.3393,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,175.44,N/A,0.00,
LPC (18:3)_1,2.68,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,2979516,0.00,-1.2631 (ppm),1617837.59,31,T1,Unknown,,1,,,691262,2.68,,M+H,N/A,N/A,N/A,N/A,518.3241,518.3234,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,727.89,N/A,0.00,
LPC (18:3)_2,2.89,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,378061,-0.03,-1.1454 (ppm),212911.94,31,T1,Unknown,,1,,,57073,2.86,,M+H,N/A,N/A,N/A,N/A,518.3241,518.3235,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,69.25,N/A,0.00,
LPC (18:4),2.22,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,16992,0.00,-.1557 (ppm),9208.29,31,T1,Unknown,,1,,,7409,2.22,,M+H,N/A,N/A,N/A,N/A,516.3084,516.3083,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
LPC (20:1)_1,5.7,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,N/F,N/F,N/F,1.00,31,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,550.3867,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
LPC (20:1)_2,6,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,N/F,N/F,N/F,1.00,31,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,550.3867,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
LPC (20:2)_1,4.67,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,93628,0.02,-2.2211 (ppm),129610.83,31,T1,Unknown,,1,,,23099,4.69,,M+H,N/A,N/A,N/A,N/A,548.371,548.3698,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
LPC (20:2)_2,4.95,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,N/F,N/F,N/F,2446.73,31,T1,Unknown,,1,,,N/F,N/F,,N/A,N/F,N/A,N/F,N/A,548.371,N/F,N/F,0,N/A,Method,True,False,N/A,N/A,N/A,,,Fail,N/A,N/A,N/A,N/A,NotFound,N/A,N/A,N/A,N/A,,,,,,,,N/A,N/A,0.00,
LPC (20:3)_1,3.87,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,831240,0.03,-1.2898 (ppm),529115.78,31,T1,Unknown,,1,,,177989,3.9,,M+H,N/A,N/A,N/A,N/A,546.3554,546.3547,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
LPC (20:3)_2,4.11,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,55278,0.00,-1.5133 (ppm),50280.09,31,T1,Unknown,,1,,,11984,4.11,,M+H,N/A,N/A,N/A,N/A,546.3554,546.3546,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,INF,N/A,0.00,
LPC (20:4)_1,3.12,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,307374,0.00,-.8002 (ppm),135032.01,31,T1,Unknown,,1,,,75033,3.12,,M+H,N/A,N/A,N/A,N/A,544.3397,544.3393,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,97.55,N/A,0.00,
LPC (20:4)_2,3.39,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,1518340,0.01,-1.1366 (ppm),1186269.98,31,T1,Unknown,,1,,,346616,3.4,,M+H,N/A,N/A,N/A,N/A,544.3397,544.3391,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,447.63,N/A,0.00,
LPC (20:4)_3,3.6,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,86336,-0.01,-1.0244 (ppm),70908.69,31,T1,Unknown,,1,,,25261,3.59,,M+H,N/A,N/A,N/A,N/A,544.3397,544.3392,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,17.97,N/A,0.00,
LPC (20:5)_1,2.68,Target Compound,190731_lipids_fisch_fleisch_probe7_3_pos,Processed,fleisch,697504,0.01,-1.2072 (ppm),395361.13,31,T1,Unknown,,1,,,149087,2.69,,M+H,N/A,N/A,N/A,N/A,542.3241,542.3234,0,0,N/A,Method,True,False,N/A,N/A,N/A,,,Pass,N/A,N/A,N/A,N/A,Confirmed,N/A,N/A,N/A,N/A,,,,,,,,133.99,N/A,0.00,
